id,label,name,hassteptype,description,triplestoreid
1493,MARO AH Summation,MARO AH,11,More questions have been put than outcomes recorded ,85vljugu
1494,MARO AI Summation,MARO AI,11,More questions have been put than outcomes recorded ,MgiBMw92
1497,EM NOT,EM,3,,BSZZ4RdM
1498,ES AND,ES,4,,cAnQ4Mr7
1499,CT Decision,CT,2,,KIzmvRrt
1516,SP AG AND,SP AG,4,,L6EOMTKF
1517,SP AH AND,SP AH,4,,v9Avqhqa
1518,SP AI AND,SP AI,4,,JRhSs50f
1519,SP AJ AND,SP AJ,4,,IGIPVuI8
1520,SP AK AND,SP AK,4,,LWulGuK3
1521,SP AL AND,SP AL,4,,zyMaaUCr
1522,SP AM AND,SP AM,4,,ixyzdpzK
1523,SP AG NOT,SP AG,3,,QNiE82HL
1524,SP AH NOT,SP AH,3,,FxDy6Kn1
1525,SP AI NOT,SP AI,3,,DtzmkzSp
1526,SP AJ NOT,SP AJ,3,,mN5eAEvd
1527,SP AK NOT,SP AK,3,,cjaoMaeT
1528,SP AL NOT,SP AL,3,,9n32atxx
1529,SP AM NOT,SP AM,3,,YjLtAPI8
1530,SP AN NOT,SP AN,3,,eHLq7NLY
1531,SP AO NOT,SP AO,3,,6apH1jah
1532,SP AP NOT,SP AP,3,,6P2phNmi
1533,SP AE Decision,SP AE,2,,6cXqc1Ru
1534,SP AF Decision,SP AF,2,,r8FzxbLu
1535,SP AG Decision,SP AG,2,,Gol98XdC
1536,SP AH Decision,SP AH,2,,7RxVmljU
1537,SP AI Decision,SP AI,2,,6fBXsOev
1538,SP AJ Decision,SP AJ,2,,HmKckMKu
1539,SP AK Decision,SP AK,2,,jqsM2HoG
1540,SP AL Decision,SP AL,2,,ko5WCgwY
1541,SP AM Decision,SP AM,2,,YohNhQR3
1542,SP AN Decision,SP AN,2,,vH9L8G5S
1543,SP AO Decision,SP AO,2,,VMk4LQFa
1544,SP AP Decision,SP AP,2,,4RsGWHa2
1545,SP AQ Decision,SP AQ,2,,ivVHGxIG
1546,SP AR Decision,SP AR,2,,anA3lSGj
1547,SP AS Decision,SP AS,2,,RhaurFPo
1548,SP AT Decision,SP AT,2,,bFFaCnMC
1549,SP AU Decision,SP AU,2,,hOnGJajx
1550,SP AV Decision,SP AV,2,,wdAtT6sP
1551,SP AW Decision,SP AW,2,,FQqpXC1Y
1552,SP AX Decision,SP AX,2,,wNMvXt9r
1553,SP AY Decision,SP AY,2,,EclJPsXW
1554,SP AZ Decision,SP AZ,2,,t5MBQspI
1555,SP BA Decision,SP BA,2,,FmHKoJSb
1556,SP BB Decision,SP BB,2,,JsjZB2EY
1557,SP AA OR,SP AA,5,,laRpCEQs
1558,SP AB OR,SP AB,5,,OdBxeYhf
1559,SP AA SUM,SP AA,8,,HYTP2G4I
1560,SP AB SUM,SP AB,8,,xAb74ef5
1561,SP AC SUM,SP AC,8,,Rl0fJ6bb
1562,SP AD SUM,SP AD,8,,toeLM0qM
1563,SP AE SUM,SP AE,8,,7dwd4k5m
1564,SP AF SUM,SP AF,8,,GV8XPtVX
1565,SP AG SUM,SP AG,8,,mIIZ0PPF
1566,SP AH SUM,SP AH,8,,lDjsIGh4
1567,SP AI SUM,SP AI,8,,fWcuxZBX
1568,SP AJ SUM,SP AJ,8,,gE1HbrCi
1569,SP AK SUM,SP AK,8,,H3Bo7rfs
1570,SP AL SUM,SP AL,8,,FWjOsxpb
1571,SP AA EQUALS,SP AA,10,,5g5mJw4v
1572,SP AB EQUALS,SP AB,10,,ATlWtt6X
1573,SP AC EQUALS,SP AC,10,,o3RDURJN
1574,SP AD EQUALS,SP AD,10,,FPElXXRb
1575,SP AE EQUALS,SP AE,10,,nb7SbQOi
1606,SP AA Summation,SP AA,11,Legislative consent memorandum lodged,M7DSJtDX
1607,SP AB Summation,SP AB,11,Committee decision not recorded,K1EAIZz9
1608,SP AC Summation,SP AC,11,Legislative consent motion extant,tw9dVSJf
1609,SP AD Summation,SP AD,11,More questions have been put than outcomes recorded,GLYb5Phe
1610,SP AE Summation,SP AE,11,Fatal amendment to legislative consent motion extant,6S99RUGU
1611,SP AF Summation,SP AF,11,More questions have been put than outcomes recorded,nZvqjV2L
1630,LROLPD AA Summation,LROLPD AA,11,Procedure not considered,KnB7FP8R
1631,LROLPD AB Summation,LROLPD AB,11,Committee determination made but not recorded,9y07eh4w
1632,LROLPD AC Summation,LROLPD AC,11,Procedure has been recommended for upgrade,0XOXdJVH
1633,LROLPD AD Summation,LROLPD AD,11,Motion to disagree extant,w3V5FzhO
1634,LROLPD AE Summation,LROLPD AE,11,More questions have been put than outcomes recorded,pugn3sdP
1635,LROLPD AF Summation,LROLPD AF,11,No question put on motion to disagree with committee ,BPzNB5US
1637,LROLPD AA AND,LROLPD AA,4,,9X1HAfMn
1638,LROLPD AB AND,LROLPD AB,4,,ozkOrMW8
1639,LROLPD AC AND,LROLPD AC,4,,48WN0d7h
1640,LROLPD AD AND,LROLPD AD,4,,VyWzLEMq
1641,LROLPD AE AND,LROLPD AE,4,,XtTGUvj0
1642,LROLPD AF AND,LROLPD AF,4,,Hob8F2VQ
1643,LROLPD AG AND,LROLPD AG,4,,FzXcOqQe
1644,LROLPD AH AND,LROLPD AH,4,,01JZwmOo
1645,LROLPD AI AND,LROLPD AI,4,,Jn2g8yI5
1646,LROLPD AJ AND,LROLPD AJ,4,,A20Kkpdk
1647,LROLPD AK AND,LROLPD AK,4,,n2GL0phP
1648,LROLPD AL AND,LROLPD AL,4,,cX4VbYWb
1649,LROLPD AM AND,LROLPD AM,4,,6PO57ueq
1650,LROLPD AN AND,LROLPD AN,4,,h37UycgK
1651,LROLPD AO AND,LROLPD AO,4,,UXeY4pCB
1652,LROLPD AP AND,LROLPD AP,4,,cX8UWKiN
1653,LROLPD AA OR,LROLPD AA,5,,dRGimcNs
1654,LROLPD AB OR,LROLPD AB,5,,GKElzRrr
1655,LROLPD AC OR,LROLPD AC,5,,JXgMza1T
1656,LROLPD AD OR,LROLPD AD,5,,9b4vkVre
1657,LROLPD AE OR,LROLPD AE,5,,jGTSYJOS
1658,LROLPD AF OR,LROLPD AF,5,,c1AmAM5v
1659,LROLPD AG OR,LROLPD AG,5,,6jyqLxrd
1660,LROLPD AH OR,LROLPD AH,5,,3rXnwY6x
1661,LROLPD AI OR,LROLPD AI,5,,c9DjZZT5
1662,LROLPD AJ OR,LROLPD AJ,5,,WV4KWSPh
1663,LROLPD AA NOT,LROLPD AA,3,,Y45vFSlH
1664,LROLPD AB NOT,LROLPD AB,3,,gAN0YnW8
1665,LROLPD AC NOT,LROLPD AC,3,,mUJjT5l0
1666,LROLPD AD NOT,LROLPD AD,3,,qFxS13d9
1667,LROLPD AE NOT,LROLPD AE,3,,SPbuGugm
1668,LROLPD AF NOT,LROLPD AF,3,,xk0fVWd0
1669,LROLPD AG NOT,LROLPD AG,3,,NQXa3nQf
1670,LROLPD AA Decision,LROLPD AA,2,,ei9f9gxf
1671,LROLPD AB Decision,LROLPD AB,2,,913PIRZI
1672,LROLPD AC Decision,LROLPD AC,2,,pw9EvVs1
1673,LROLPD AD Decision,LROLPD AD,2,,3ZBBOXXg
1674,LROLPD AE Decision,LROLPD AE,2,,BA8RbBRm
1675,LROLPD AF Decision,LROLPD AF,2,,F0k22YPe
1676,LROLPD AG Decision,LROLPD AG,2,,Mgec1LWm
1677,LROLPD AH Decision,LROLPD AH,2,,UMOGFa5C
1678,LROLPD AI Decision,LROLPD AI,2,,ikkyO7XA
1679,LROLPD AJ Decision,LROLPD AJ,2,,8pYvfbQP
1680,LROLPD AK Decision,LROLPD AK,2,,TQaQQafy
1681,LROLPD AL Decision,LROLPD AL,2,,uEPic1Ua
1682,LROLPD AA SUM,LROLPD AA,8,,2Bk2S2g0
1683,LROLPD AB SUM,LROLPD AB,8,,3U1bnoJi
1684,LROLPD AC SUM,LROLPD AC,8,,yjrguTDd
1685,LROLPD AD SUM,LROLPD AD,8,,7xax3PNi
1686,LROLPD AE SUM,LROLPD AE,8,,tysu69Y3
1687,LROLPD AF SUM,LROLPD AF,8,,qtKVrf4z
1688,LROLPD AG SUM,LROLPD AG,8,,42RzW4Rk
1689,LROLPD AH SUM,LROLPD AH,8,,dJijdIyp
1690,LROLPD AI SUM,LROLPD AI,8,,LjjPPDED
1691,LROLPD AA EQUALS,LROLPD AA,10,,JI2NAu4Q
1692,LROLPD AB EQUALS,LROLPD AB,10,,8EIGWMMV
1693,LROLPD AC EQUALS,LROLPD AC,10,,FnTTFljR
1718,LROCPD AA AND,LROCPD AA,4,,5NeaviBn
1719,LROCPD AB AND,LROCPD AB,4,,WUxBaYW5
1720,LROCPD AC AND,LROCPD AC,4,,8JuKimul
1721,LROCPD AD AND,LROCPD AD,4,,5Mg3xqFP
1722,LROCPD AE AND,LROCPD AE,4,,4309zXft
1723,LROCPD AF AND,LROCPD AF,4,,8niH4d5N
1724,LROCPD AG AND,LROCPD AG,4,,8hoENmVx
1725,LROCPD AH AND,LROCPD AH,4,,JF98jiNM
1726,LROCPD AI AND,LROCPD AI,4,,XzsZ29fi
1727,LROCPD AJ AND,LROCPD AJ,4,,jiEtZbSb
1728,LROCPD AK AND,LROCPD AK,4,,x1ZQkI19
1729,LROCPD AL AND,LROCPD AL,4,,7ATgBeT0
1730,LROCPD AM AND,LROCPD AM,4,,94rIzsC3
1731,LROCPD AN AND,LROCPD AN,4,,hLRSy4B3
1732,LROCPD AO AND,LROCPD AO,4,,XPAYNXoC
1733,LROCPD AP AND,LROCPD AP,4,,t5lwgpjc
1734,LROCPD AQ AND,LROCPD AQ,4,,DWtfqRGG
1735,LROCPD AR AND,LROCPD AR,4,,dlmli6XL
1736,LROCPD AS AND,LROCPD AS,4,,9fvGTFq0
1737,LROCPD AT AND,LROCPD AT,4,,J4FjjrLK
1738,LROCPD AU AND,LROCPD AU,4,,uK6zsVmZ
1739,LROCPD AA OR,LROCPD AA,5,,bJcDhFqv
1740,LROCPD AB OR,LROCPD AB,5,,HcktTfTH
1741,LROCPD AC OR,LROCPD AC,5,,NJjbNq8k
1742,LROCPD AD OR,LROCPD AD,5,,Chxi7q0N
1743,LROCPD AE OR,LROCPD AE,5,,2Vkl7zBx
1744,LROCPD AF OR,LROCPD AF,5,,ydpK6PZU
1745,LROCPD AG OR,LROCPD AG,5,,cgu5xoRj
1746,LROCPD AH OR,LROCPD AH,5,,Orh2IRZ2
1747,LROCPD AI OR,LROCPD AI,5,,g8Nsh1oW
1748,LROCPD AJ OR,LROCPD AJ,5,,CRE6aViy
1749,LROCPD AK OR,LROCPD AK,5,,I3Uafi7i
1750,LROCPD AL OR,LROCPD AL,5,,Dh7l823S
1751,LROCPD AM OR,LROCPD AM,5,,Jz11hena
1752,LROCPD AN OR,LROCPD AN,5,,wYNqJIFA
1753,LROCPD AO OR,LROCPD AO,5,,t0V1KnsT
1754,LROCPD AP OR,LROCPD AP,5,,8b4YJAKN
1755,LROCPD AQ OR,LROCPD AQ,5,,oHYw4StS
1756,LROCPD AA Decision,LROCPD AA,2,,f9hedjrY
1757,LROCPD AB Decision,LROCPD AB,2,,QPtH7UmF
1758,LROCPD AC Decision,LROCPD AC,2,,UNsx5ypI
1759,LROCPD AD Decision,LROCPD AD,2,,yQh63vmg
1760,LROCPD AE Decision,LROCPD AE,2,,WaQe5hnD
1761,LROCPD AF Decision,LROCPD AF,2,,FBayC2BB
1762,LROCPD AG Decision,LROCPD AG,2,,cQaiIN5m
1763,LROCPD AH Decision,LROCPD AH,2,,8HvaSp08
1764,LROCPD AI Decision,LROCPD AI,2,,q7AAxJdW
1765,LROCPD AJ Decision,LROCPD AJ,2,,o7ifv0nt
1766,LROCPD AK Decision,LROCPD AK,2,,dJDIikZM
1767,LROCPD AL Decision,LROCPD AL,2,,22PE9x4E
1768,LROCPD AM Decision,LROCPD AM,2,,ZtPSJxNn
1769,LROCPD AN Decision,LROCPD AN,2,,wRH9wr1G
1770,LROCPD AO Decision,LROCPD AO,2,,RHNIimFK
1771,LROCPD AP Decision,LROCPD AP,2,,aNvZFk0Y
1772,LROCPD AQ Decision,LROCPD AQ,2,,01EXb2H5
1773,LROCPD AR Decision,LROCPD AR,2,,hFK3loRO
1774,LROCPD AA NOT,LROCPD AA,3,,FzUsDo3D
1775,LROCPD AB NOT,LROCPD AB,3,,7Mg2FMd5
1776,LROCPD AC NOT,LROCPD AC,3,,RArOfGfc
1777,LROCPD AD NOT,LROCPD AD,3,,14sKR6qi
1778,LROCPD AE NOT,LROCPD AE,3,,nKFQK0PC
1779,LROCPD AF NOT,LROCPD AF,3,,qwqO0b5S
1780,LROCPD AG NOT,LROCPD AG,3,,SU5SEyE7
1781,LROCPD AH NOT,LROCPD AH,3,,qmGExPMG
1782,LROCPD AA SUM,LROCPD AA,8,,XPGaAQDx
1783,LROCPD AB SUM,LROCPD AB,8,,oNunNHmT
1784,LROCPD AC SUM,LROCPD AC,8,,36Phidia
1785,LROCPD AD SUM,LROCPD AD,8,,pPrLcOsO
1786,LROCPD AE SUM,LROCPD AE,8,,sBf2RmGh
1787,LROCPD AF SUM,LROCPD AF,8,,hIwZNz02
1788,LROCPD AG SUM,LROCPD AG,8,,twLSGsRp
1789,LROCPD AH SUM,LROCPD AH,8,,GEjGQyKT
1790,LROCPD AI SUM,LROCPD AI,8,,MNGdQ29W
1791,LROCPD AJ SUM,LROCPD AJ,8,,3IECGXOn
1792,LROCPD AK SUM,LROCPD AK,8,,ayitSfQO
1793,LROCPD AL SUM,LROCPD AL,8,,uSCszKBW
1794,LROCPD AM SUM,LROCPD AM,8,,qTU7KyV7
1795,LROCPD AA EQUALS,LROCPD AA,10,,30AFQARi
1796,LROCPD AB EQUALS,LROCPD AB,10,,eMU8yCHu
1797,LROCPD AC EQUALS,LROCPD AC,10,,ZONmiPT4
1798,LROCPD AD EQUALS,LROCPD AD,10,,PkK0SOKz
1799,LROCPD AA Summation,LROCPD AA,11,Procedure not considered,SUPamVs0
1800,LROCPD AB Summation,LROCPD AB,11,Committee determination made but not recorded,CuLAtGbE
1801,LROCPD AC Summation,LROCPD AC,11,Committee determination made but not recorded,I9PLWXqE
1802,LROCPD AD Summation,LROCPD AD,11,Committee agrees the instrument should follow the negative procedure,b9tl1FkB
1803,LROCPD AE Summation,LROCPD AE,11,Committee agrees the instrument should follow the affirmative procedure ,kaOr3gH6
1804,LROCPD AF Summation,LROCPD AF,11,Committee agrees the instrument should follow the super-affirmative procedure,mBZKZk3S
1805,LROCPD AG Summation,LROCPD AG,11,Committee recommends that the instrument should be upgraded to the affirmative procedure ,yUkHiUJE
1806,LROCPD AH Summation,LROCPD AH,11,Committee recommends that the instrument should be upgraded to the super-affirmative procedure ,7nRdNp1h
1807,LROCPD AI Summation,LROCPD AI,11,Procedure has been recommended for upgrade,UZM3Gt5F
1808,LROCPD AJ Summation,LROCPD AJ,11,Motion to disagree extant,KIKPcYWb
1809,LROCPD AK Summation,LROCPD AK,11,No question put on motion to disagree with committee ,RjzNTJnw
1810,LROCPD AL Summation,LROCPD AL,11,More questions have been put than outcomes recorded ,fVaouxWs
1811,SP AM SUM,SP AM,8,,KfGjkxe0
1813,SP BC Decision,SP BC,2,,utecwKvS
1814,SP AC OR,SP AC,5,,NO4a2eKO
1815,SP AN AND,SP AN,4,,mZbayZcu
1816,SP AQ NOT,SP AQ,3,,7sIcq9rJ
1817,SP BD Decision,SP BD,2,,AiNyE6Wc
1818,SP BE Decision,SP BE,2,,4Q832Zaj
1819,SP BF Decision,SP BF,2,,ee9O3vyU
1820,SP BG Decision,SP BG,2,,0oZ2WLw7
1821,SP BH Decision,SP BH,2,,eTJMtmGS
1822,SP BI Decision,SP BI,2,,xnlE50GW
1823,SP BJ Decision,SP BJ,2,,bkK0juHB
1824,SP BL Decision,SP BL,2,,h1VRxeIH
1825,SP AR NOT,SP AR,3,,Y75l0Kbl
1826,SP AS NOT,SP AS,3,,IyDMKFwp
1827,SP AF EQUALS,SP AF,10,,flqsfkpg
1828,SP AG EQUALS,SP AG,10,,0yWfbPx5
1829,SP AN SUM,SP AN,8,,jDNVd5Hs
1830,SP AO SUM,SP AO,8,,Ks6xq5PW
1831,SP AP SUM,SP AP,8,,rlJlfmKE
1832,SP AQ SUM,SP AQ,8,,6Oh4MxAt
1833,SP AR SUM,SP AR,8,,ZagNm9iH
1834,SP AS SUM,SP AS,8,,w9BwkB21
1835,SP AG Summation,SP AG,11,Non-fatal amendment to legislative consent motion extant,VB94QuJm
1836,SP AH Summation,SP AH,11,More questions have been put than outcomes recorded ,GeibSR2s
1846,SP BK Decision,SP BK,2,,1NXXusgf
1854,LROLPD AN Decision,LROLPD AN,2,,3bmT4GBh
1855,LROCPD AS Decision,LROCPD AS,2,,OcUNZbCu
1856,LROLPD AO Decision,LROLPD AO,2,,DXAFFdHE
1858,Treaty Lords AV Decision,Treaty Lords AV,2,,aqS98sC2
1859,Treaty Lords AI OR,Treaty Lords AI,5,,Md9vb8E9
1860,Treaty Lords AH OR,Treaty Lords AH,5,,ShVge6tM
1861,Treaty Lords CE NOT,Treaty Lords CE,3,,pjXD2Pb4
1862,Treaty Lords AU Decision,Treaty Lords AU,2,,2m0q58J2
1863,Treaty Lords AT Decision,Treaty Lords AT,2,,AQoAcyev
1864,Treaty Lords CD NOT,Treaty Lords CD,3,,RkxNa0Mh
1865,Treaty Lords AS Decision,Treaty Lords AS,2,,OuJJSOTI
1866,Treaty Lords CC NOT,Treaty Lords CC,3,,oKnaYSgZ
1867,Treaty Lords CD AND,Treaty Lords CD,4,,YI3TY1U7
1868,Treaty Lords CB NOT,Treaty Lords CB,3,,kC8zGRu6
1869,Treaty Lords CC AND,Treaty Lords CC,4,,4ZhdvswQ
1870,Treaty Lords CA AND,Treaty Lords CA,4,,T9lqO18Y
1871,Treaty Lords CB AND,Treaty Lords CB,4,,xdur6d0U
1872,Treaty Lords BZ NOT,Treaty Lords BZ,3,,zfaubale
1873,Treaty Lords BZ AND,Treaty Lords BZ,4,,hVzwNR07
1874,Treaty Lords BY AND,Treaty Lords BY,4,,WIAVa8l0
1875,Treaty Lords CA NOT,Treaty Lords CA,3,,qE79hqsA
1876,TREATY JCHR AF Decision,TREATY JCHR AF,2,,NgeAXJGP
1877,DN AQ Summation,DN AQ,11,Instrument withdrawn or fatal motion approved,9shfOQup
1878,MN AP Summation,MN AP,11,Instrument revoked or fatal motion approved,NrUvBR7Z
1879,EN NOT,EN,3,,24tcyh1t
1886,TREATY ITC AK NOT,TREATY ITC AK,3,,FbISBM5t
1887,TREATY ITC AL NOT,TREATY ITC AL,3,,xOMX8L0m
1888,TREATY ITC AM NOT,TREATY ITC AM,3,,EqicomSq
1889,TREATY ITC AN NOT,TREATY ITC AN,3,,oDeVZPDd
1890,TREATY ITC AO NOT,TREATY ITC AO,3,,976F6o59
1891,TREATY ITC AP NOT,TREATY ITC AP,3,,6KuMWp9D
1892,TREATY ITC AK AND,TREATY ITC AK,4,,iC1hgs6C
1893,TREATY ITC AL AND,TREATY ITC AL,4,,8EU5ZWeh
1894,TREATY ITC AM AND,TREATY ITC AM,4,,FpptmC6j
1895,TREATY ITC AN AND,TREATY ITC AN,4,,2hQPs8Fu
1896,TREATY ITC AO AND,TREATY ITC AO,4,,8EfkDKnq
1897,TREATY ITC AP AND,TREATY ITC AP,4,,psgwiw5z
1898,TREATY ITC AQ AND,TREATY ITC AQ,4,,sVGxKzzo
1899,TREATY ITC AG Decision,TREATY ITC AG,2,,u2k1AVsW
1900,TREATY ITC AH Decision,TREATY ITC AH,2,,L79KMRt1
1901,TREATY ITC AI Decision,TREATY ITC AI,2,,bg2pcfDA
1902,TREATY ITC AJ Decision,TREATY ITC AJ,2,,IAc3kDgT
1903,TREATY ITC AK Decision,TREATY ITC AK,2,,RRFqscgj
1904,TREATY ITC AL Decision,TREATY ITC AL,2,,6DwellR6
1907,CU Decision,CU,2,,2INYDEE9
1909,DA AP Summation,DA AP,11,Instrument can be laid,RorGBqMY
1926,LROLCC AA AND,LROLCC AA,4,,VmAL5UZJ
1927,LROLCC AB AND,LROLCC AB,4,,rPL9G5tT
1928,LROLCC AC AND,LROLCC AC,4,,LIM2qJoA
1929,LROLCC AD AND,LROLCC AD,4,,gq85koh8
1930,LROLCC AE AND,LROLCC AE,4,,0UWNx9Kr
1931,LROLCC AF AND,LROLCC AF,4,,SHv32VKG
1932,LROLCC AG AND,LROLCC AG,4,,rU5Y2CxC
1933,LROLCC AA NOT,LROLCC AA,3,,zbNx12cy
1934,LROLCC AB NOT,LROLCC AB,3,,mpgKJkvd
1935,LROLCC AC NOT,LROLCC AC,3,,CHo6p0mj
1936,LROLCC AD NOT,LROLCC AD,3,,ItAOOa8F
1937,LROLCC AE NOT,LROLCC AE,3,,v0mpDcDk
1938,LROLCC AF NOT,LROLCC AF,3,,jsboFHji
1939,LROLCC AG NOT,LROLCC AG,3,,ewiUh48m
1940,LROLCC AA Decision,LROLCC AA,2,,TeUwxEa1
1941,LROLCC AB Decision,LROLCC AB,2,,r6uBPT7g
1942,LROLCC AC Decision,LROLCC AC,2,,cekBwCTR
1943,LROLCC AD Decision,LROLCC AD,2,,vQJgextl
1944,LROLCC AE Decision,LROLCC AE,2,,brYyhUaq
1945,LROLCC AF Decision,LROLCC AF,2,,MWNJlBlV
1946,LROLCC AG Decision,LROLCC AG,2,,81o1jGN3
1947,LROLCC AH Decision,LROLCC AH,2,,TmWPuXWs
1948,LROLCC AI Decision,LROLCC AI,2,,2P5gbYuT
1949,LROLCC AJ Decision,LROLCC AJ,2,,XajPZXiZ
1950,LROLCC AK Decision,LROLCC AK,2,,pQfPIN8a
1951,LROLCC AL Decision,LROLCC AL,2,,l1B366wv
1952,LROLCC AM Decision,LROLCC AM,2,,6BTaZYut
1953,LROLCC AA SUM,LROLCC AA,8,,J1hj4qOv
1954,LROLCC AB SUM,LROLCC AB,8,,lkPjG8l4
1955,LROLCC AC SUM,LROLCC AC,8,,DVXtFiET
1956,LROLCC AD SUM,LROLCC AD,8,,B9J5m4Ke
1957,LROLCC AE SUM,LROLCC AE,8,,jIXNXJRu
1958,LROLCC AF SUM,LROLCC AF,8,,aa5WggRv
1959,LROLCC AG SUM,LROLCC AG,8,,JPHVxatQ
1960,LROLCC AA EQUALS,LROLCC AA,10,,43JNrv2S
1961,LROLCC AB EQUALS,LROLCC AB,10,,5HXkE61V
1962,LROLCC AC EQUALS,LROLCC AC,10,,4JM3tauF
1963,LROLCC AA Summation,LROLCC AA,11,Committee decision made but not recorded ,e9tew4QG
1965,LROLCC AC Summation,LROLCC AC,11,Motion to disagree extant,JigEAqBo
1966,LROLCC AD Summation,LROLCC AD,11,More questions have been put than outcomes recorded ,BwVnbjDW
1967,LROLCC AE Summation,LROLCC AE,11,No proceedings can be taken,YTKwJyFt
1968,LROLCC AF Summation,LROLCC AF,11,Proceedings can be taken,j9DSEr5u
1969,LROCCC AA NOT,LROCCC AA,3,,C6r1xyPK
1970,LROCCC AB AND,LROCCC AB,4,,b9df00Kc
1971,LROCCC AC AND,LROCCC AC,4,,RiqppdVy
1972,LROCCC AD AND,LROCCC AD,4,,s1Thgixe
1973,LROCCC AE AND,LROCCC AE,4,,X4cHiPhi
1974,LROCCC AF AND,LROCCC AF,4,,7GtYEm2Q
1975,LROCCC AG AND,LROCCC AG,4,,h42XwbVZ
1976,LROCCC AH AND,LROCCC AH,4,,7gaZAR0T
1977,LROCCC AI AND,LROCCC AI,4,,RAiAnXDa
1979,LROCCC AB NOT,LROCCC AB,3,,kZpJz6zr
1980,LROCCC AC NOT,LROCCC AC,3,,BjJ45wDI
1981,LROCCC AD NOT,LROCCC AD,3,,mkCvHVLP
1982,LROCCC AE NOT,LROCCC AE,3,,ClH8zmA1
1983,LROCCC AF NOT,LROCCC AF,3,,w75IlfZD
1984,LROCCC AG NOT,LROCCC AG,3,,bCD1FbUi
1985,LROCCC AH NOT,LROCCC AH,3,,h4TSKHaJ
1986,LROCCC AI NOT,LROCCC AI,3,,ZjAnakBF
1987,LROCCC AJ NOT,LROCCC AJ,3,,5LzBEq75
1988,LROCCC AA Decision,LROCCC AA,2,,acA2FCPV
1989,LROCCC AB Decision,LROCCC AB,2,,PaQ00yfX
1990,LROCCC AC Decision,LROCCC AC,2,,5G3hPMdL
1991,LROCCC AD Decision,LROCCC AD,2,,eHPazmQN
1992,LROCCC AE Decision,LROCCC AE,2,,dDGYqQAe
1993,LROCCC AF Decision,LROCCC AF,2,,8IOsKbMZ
1994,LROCCC AG Decision,LROCCC AG,2,,gC0NQrGg
1995,LROCCC AH Decision,LROCCC AH,2,,eKNJWiaZ
1996,LROCCC AI Decision,LROCCC AI,2,,ZOZVeHIx
1997,LROCCC AJ Decision,LROCCC AJ,2,,leEutHlh
1998,LROCCC AK Decision,LROCCC AK,2,,5gKdmDap
1999,LROCCC AL Decision,LROCCC AL,2,,BmRGTgzx
2000,LROCCC AM Decision,LROCCC AM,2,,NLGxfy3P
2001,LROCCC AN Decision,LROCCC AN,2,,tcwHAiGV
2002,LROCCC AO Decision,LROCCC AO,2,,JdZnufWJ
2003,LROCCC AP Decision,LROCCC AP,2,,Z8b9JwWv
2004,LROCCC AA SUM,LROCCC AA,8,,YXjPLSsi
2005,LROCCC AB SUM,LROCCC AB,8,,iZ9bv7YD
2006,LROCCC AC SUM,LROCCC AC,8,,TWNZ6qX7
2007,LROCCC AD SUM,LROCCC AD,8,,ioHI9Si5
2008,LROCCC AE SUM,LROCCC AE,8,,wdIRY5PN
2009,LROCCC AF SUM,LROCCC AF,8,,szN0NPdj
2010,LROCCC AG SUM,LROCCC AG,8,,7kNiIWQq
2011,LROCCC AH SUM,LROCCC AH,8,,SyYAwLWn
2012,LROCCC AI SUM,LROCCC AI,8,,nfPNj3mF
2013,LROCCC AA EQUALS,LROCCC AA,10,,Fv91erOa
2014,LROCCC AB EQUALS,LROCCC AB,10,,loJ2Dex3
2015,LROCCC AC EQUALS,LROCCC AC,10,,hp8TlUeV
2016,LROCCC AD EQUALS,LROCCC AD,10,,TQBwXBpx
2017,LROCCC AA OR,LROCCC AA,5,,TZwQHQ7X
2037,LROCCC AE Summation,LROCCC AE,11,Committee decision made but not recorded ,FhOkU0tT
2038,LROCCC AA Summation,LROCCC AA,11,Committee decision made but note recorded ,xZky59J3
2039,LROCCC AF Summation,LROCCC AF,11,Commons Committee reports that the instrument is not appropriate to be made,GLaAgeUP
2040,LROCCC AC Summation,LROCCC AC,11,Motion to disagree extant,8rAhfcA5
2041,LROCCC AD Summation,LROCCC AD,11,More questions have been put than outcomes recorded,9715OPWQ
2042,LROCCC AG Summation,LROCCC AG,11,No proceedings can be taken,U9DKfnr0
2043,LROCCC AH Summation,LROCCC AH,11,Proceedings can be taken,Iu20aA4i
2044,EO NOT,EO,3,,Pcilb7kK
2048,LRONEG AA AND,LRONEG AA,4,,RRLasmjy
2049,LRONEG AB AND,LRONEG AB,4,,JUwl4QxY
2050,LRONEG AC AND,LRONEG AC,4,,W8RvIFD0
2051,LRONEG AD AND,LRONEG AD,4,,H6on0vNR
2052,LRONEG AE AND,LRONEG AE,4,,I8wLKiHo
2054,LRONEG AA Summation,LRONEG AA,11,"Motion(s) to stop the instrument becoming law extant
",MMoezUya
2055,LRONEG AB Summation,LRONEG AB,11,Non-fatal motion(s) to object to the instrument extant,Jah1jvd0
2056,LRONEG AC Summation,LRONEG AC,11,There has been a motion to refer to DLC,ANNxUWXk
2057,LRONEG AD Summation,LRONEG AD,11,There is a prayer extant,00L7zxvs
2058,LRONEG AF AND,LRONEG AF,4,,oprVdqlj
2059,LRONEG AG AND,LRONEG AG,4,,PLtmUraP
2060,LRONEG AH AND,LRONEG AH,4,,nyppAvcS
2061,LRONEG AI AND,LRONEG AI,4,,uRzjlXfj
