id,triplestoreid,inprocedure,label,fromstep,tostep
10621,CEKnp8mz,6,Route from Treaty signed to AX OR in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,urn:procedure-editor:BusinessStep:136,urn:procedure-editor:Step:427
10622,zEmNvVXc,6,Route from Treaty adopted to AX OR in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,urn:procedure-editor:BusinessStep:3226,urn:procedure-editor:Step:427
10623,N55CO10W,6,Route from AX OR to CT BF Summation in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,urn:procedure-editor:Step:427,urn:procedure-editor:Step:3225
10624,7QBqKz0g,6,Route from Treaty adopted to AW OR in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,urn:procedure-editor:BusinessStep:3226,urn:procedure-editor:Step:426
10625,9I9bCvIL,15,Route from CT BE Summation to TREATY JCHR AF Decision in the CRAG Treaty JCHR procedure,urn:procedure-editor:Step:2352,urn:procedure-editor:Step:1876
10626,UKxYovml,15,"Route from TREATY JCHR AF Decision to Correspondence published by the Joint Committee on Human Rights (JCHR) (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:1876,urn:procedure-editor:BusinessStep:3227
10627,SlB8V5tF,61,Route from Considered by the Business and Trade Committee (BTC) (House of Commons) to TREATY BAT AG AND in the CRAG Treaty Business and Trade Committee procedure,urn:procedure-editor:BusinessStep:2901,urn:procedure-editor:Step:2887
10628,snMPCafu,61,Route from TREATY BAT AG AND to TREATY BAT AJ Decision in the CRAG Treaty Business and Trade Committee procedure,urn:procedure-editor:Step:2887,urn:procedure-editor:Step:3230
10629,fXhL5Y4N,61,Route from TREATY BAT AJ Decision to Business and Trade Committee (BTC) recommended a debate on a substantive motion take place during period A (House of Commons) in the CRAG Treaty Business and Trade Committee procedure,urn:procedure-editor:Step:3230,urn:procedure-editor:BusinessStep:3232
10630,5WGmHUZV,61,Route from Business and Trade Committee (BTC) recommended a debate on a substantive motion take place during period A (House of Commons) to TREATY BAT AI NOT in the CRAG Treaty Business and Trade Committee procedure,urn:procedure-editor:BusinessStep:3232,urn:procedure-editor:Step:3231
10631,WWT40nY0,61,Route from TREATY BAT AI NOT to TREATY BAT AG AND in the CRAG Treaty Business and Trade Committee procedure,urn:procedure-editor:Step:3231,urn:procedure-editor:Step:2887
10632,EVluvZ1k,67,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to JCSISR AA NOT in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:3238
10633,6Khuz7Bo,67,Route from JCSISR AA NOT to JCSISR AA AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3238,urn:procedure-editor:Step:3233
10634,6nZe7k0z,67,Route from JCSISR AA AND to JCSISR AB AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3233,urn:procedure-editor:Step:3234
10635,99asoWGd,67,Route from JCSISR AB NOT to JCSISR AB AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3239,urn:procedure-editor:Step:3234
10636,HamrPGZH,67,Route from JCSISR AB AND to JCSISR AC AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3234,urn:procedure-editor:Step:3235
10637,GlATpphq,67,Route from JCSISR AD Summation to JCSISR AC AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4756,urn:procedure-editor:Step:3235
10638,ob7LgpUN,67,Route from JCSISR AC AND to JCSISR AA Decision in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3235,urn:procedure-editor:Step:3244
10639,yrSK8U6a,67,Route from JCSISR AA Decision to Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3244,urn:procedure-editor:BusinessStep:2808
10640,9RWGGcTg,67,Route from Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) to JCSISR AA EQUALS in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2808,urn:procedure-editor:Step:3258
10641,lWXizET8,67,Route from JCSISR AA EQUALS to JCSISR AD Summation in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3258,urn:procedure-editor:Step:4756
10642,AiPzNlwG,67,Route from JCSISR AD NOT to JCSISR AD Decision in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3241,urn:procedure-editor:Step:3247
10645,bvcjXcg1,67,Route from JCSISR AA Summation to JCSISR AB OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:Step:3317
10646,KZT3SnwF,67,Route from JCSISR AA SUM to JCSISR AA EQUALS in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3253,urn:procedure-editor:Step:3258
10647,QAA2Gnck,67,Route from JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:BusinessStep:2810
10648,XEAZt63Y,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn (House of Lords) to JCSISR AA SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2809,urn:procedure-editor:Step:3253
10649,wBlf0t6B,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session (House of Lords) to JCSISR AB SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2810,urn:procedure-editor:Step:3254
10650,5kZ8Xq23,67,Route from JCSISR AB SUM to JCSISR AA SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3254,urn:procedure-editor:Step:3253
10651,DE5uuWq8,67,Route from JCSISR AD Decision to JCSISR AA Summation in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3247,urn:procedure-editor:Step:3260
10653,6YrgJIcV,67,Route from JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:BusinessStep:2811
10654,FjhYL5jN,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved (House of Lords) to JCSISR AC SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2811,urn:procedure-editor:Step:3255
10655,28M7Hu9O,67,Route from JCSISR AC SUM to JCSISR AB SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3255,urn:procedure-editor:Step:3254
10656,UWP7qilq,67,Route from JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:BusinessStep:2812
10657,Di1aii7W,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called (House of Lords) to JCSISR AD SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2812,urn:procedure-editor:Step:3256
10658,IFMYtR4g,67,Route from JCSISR AD SUM to JCSISR AC SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3256,urn:procedure-editor:Step:3255
10660,NSiwLgjk,67,Route from JCSISR AA Summation to Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:BusinessStep:2813
10661,v7yj0oRu,67,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to JCSISR AD SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:3256
10662,clhxob4d,67,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to JCSISR AB NOT in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:3239
10663,9UB75ws9,67,Route from Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) to JCSISR AD AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2808,urn:procedure-editor:Step:3236
10665,u73XXOQI,67,Route from JCSISR AD AND to Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3236,urn:procedure-editor:BusinessStep:3263
10666,IyWOyDX6,67,Route from Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) to JCSISR AF NOT in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:3263,urn:procedure-editor:Step:3243
10667,X0BA6bHo,67,Route from JCSISR AF NOT to JCSISR AD AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3243,urn:procedure-editor:Step:3236
10668,sMfoAAuP,67,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to JCSISR AB EQUALS in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:3259
10669,qi5EMbx9,67,Route from JCSISR AB EQUALS to JCSISR AE NOT in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3259,urn:procedure-editor:Step:3242
10670,FWUVadnf,67,Route from JCSISR AG Decision to JCSISR AB Summation in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3250,urn:procedure-editor:Step:3261
10671,VP6z9Jm6,67,Route from JCSISR AE NOT to JCSISR AG Decision in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3242,urn:procedure-editor:Step:3250
10673,apn2sFw8,67,Route from JCSISR AB Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3261,urn:procedure-editor:BusinessStep:2814
10674,5Qfrt5xr,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) to JCSISR AE SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2814,urn:procedure-editor:Step:3257
10675,cFQKPAsB,67,Route from JCSISR AE SUM to JCSISR AB EQUALS in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3257,urn:procedure-editor:Step:3259
10676,K3aJ8k0i,67,Route from JCSISR AB Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3261,urn:procedure-editor:BusinessStep:2815
10677,o7V7tu6S,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to (House of Lords) to JCSISR AE SUM in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2815,urn:procedure-editor:Step:3257
10678,4t4YPhVe,67,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) to JCSISR AA OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2814,urn:procedure-editor:Step:3237
10679,AIgJJEPS,67,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to JCSISR AA OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:3237
10680,2zwVs5L8,67,Route from JCSISR AA OR to JCSISR AC Summation in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3237,urn:procedure-editor:Step:3262
10777,0CbC3UQJ,67,Route from JCSISR AB OR to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn (House of Lords) in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3317,urn:procedure-editor:BusinessStep:2809
10778,vNeT5TX8,67,Route from JCSISR AE AND to JCSISR AB OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3321,urn:procedure-editor:Step:3317
10779,IA0sMDvk,67,Route from JCSISR AA Summation to JCSISR AE AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3260,urn:procedure-editor:Step:3321
10780,RtEmnaet,67,Route from JCSISR AC OR to JCSISR AE AND in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3318,urn:procedure-editor:Step:3321
10781,kuhNn5n4,67,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to JCSISR AC OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:3318
10782,Sl6Q3S7q,67,Route from JCSISR AD OR to JCSISR AC OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:3319,urn:procedure-editor:Step:3318
10783,PYwAbSFu,67,Route from Instrument rejected (House of Commons) to JCSISR AD OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:96,urn:procedure-editor:Step:3319
10784,WQrFhiyS,67,Route from Instrument withdrawn from the House of Lords (House of Lords) to JCSISR AD OR in the Draft affirmative:  Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:106,urn:procedure-editor:Step:3319
10804,JuvZNbP3,1,Route from MA AN Summation to AC NOT in the Made affirmative procedure,urn:procedure-editor:Step:1465,urn:procedure-editor:Step:282
10805,gEeEg2I4,1,Route from AC NOT to MA AO Summation in the Made affirmative procedure,urn:procedure-editor:Step:282,urn:procedure-editor:Step:1466
10806,WT3xr2wD,1,Route from BQ OR to MA AN Summation in the Made affirmative procedure,urn:procedure-editor:Step:3126,urn:procedure-editor:Step:1465
10807,IWZs8Jcj,1,Route from BL OR to BQ OR in the Made affirmative procedure,urn:procedure-editor:Step:1462,urn:procedure-editor:Step:3126
10808,nXwEGpMa,1,Route from Instrument created under section 25 of the Criminal Procedure and Investigations Act 1996 to BQ OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:3131,urn:procedure-editor:Step:3126
10809,79ixSLcR,1,Route from MA AO Summation to Instrument created under section 25 of the Criminal Procedure and Investigations Act 1996 in the Made affirmative procedure,urn:procedure-editor:Step:1466,urn:procedure-editor:BusinessStep:3131
10810,iVc7lOUX,1,Route from Instrument created under section 25 of the Criminal Procedure and Investigations Act 1996 to EU AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:3131,urn:procedure-editor:Step:3127
10811,W6gtEdy7,1,Route from EU AND to Instrument under section 25 of the Criminal Procedure and Investigations Act 1996 made (signed into law) in the Made affirmative procedure,urn:procedure-editor:Step:3127,urn:procedure-editor:BusinessStep:3132
10812,1rV0wazB,1,Route from Instrument under section 25 of the Criminal Procedure and Investigations Act 1996 made (signed into law) to EN NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:3132,urn:procedure-editor:Step:1879
10813,N7SXpZcX,1,Route from EN NOT to EU AND in the Made affirmative procedure,urn:procedure-editor:Step:1879,urn:procedure-editor:Step:3127
10814,HlvlJgRW,1,Route from MA AO Summation to Instrument introducing one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 created in the Made affirmative procedure,urn:procedure-editor:Step:1466,urn:procedure-editor:BusinessStep:233
10815,Qlutrhve,1,Route from MA AO Summation to Instrument created under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-money Laundering Act 2018 in the Made affirmative procedure,urn:procedure-editor:Step:1466,urn:procedure-editor:BusinessStep:236
10816,Hvm012Sl,1,Route from MA AO Summation to Instrument created under the urgent procedure set out in Paragraph 14(6) of Schedule 8 of the European Union (Withdrawal) Act 2018 in the Made affirmative procedure,urn:procedure-editor:Step:1466,urn:procedure-editor:BusinessStep:1282
10817,gTP37ulq,1,Route from MA AO Summation to Instrument created under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 in the Made affirmative procedure,urn:procedure-editor:Step:1466,urn:procedure-editor:BusinessStep:239
10818,5BXXy4ir,1,Route from Instrument introducing one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 created to BL OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:233,urn:procedure-editor:Step:1462
10819,svZ7FSaf,1,Route from BK OR to BL OR in the Made affirmative procedure,urn:procedure-editor:Step:1461,urn:procedure-editor:Step:1462
10820,6B2TqIXC,1,Route from BN OR to BK OR in the Made affirmative procedure,urn:procedure-editor:Step:1464,urn:procedure-editor:Step:1461
10821,JF8WF7HZ,1,Route from BM OR to BK OR in the Made affirmative procedure,urn:procedure-editor:Step:1463,urn:procedure-editor:Step:1461
10822,fwZvzcmX,1,Route from Instrument created under the urgent procedure set out in Paragraph 14(6) of Schedule 8 of the European Union (Withdrawal) Act 2018 to CK OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:1282,urn:procedure-editor:Step:3739
10823,3P72huWj,1,Route from Instrument created under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 to BN OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:239,urn:procedure-editor:Step:1464
10824,fGfssS6s,1,Route from Instrument created to BM OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:14,urn:procedure-editor:Step:1463
10825,bizeSvEs,1,Route from Instrument created under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-money Laundering Act 2018 to BM OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:236,urn:procedure-editor:Step:1463
10826,sVV1GaHf,1,Route from Instrument created to CL OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:14,urn:procedure-editor:Step:3743
10827,AS9E4fYX,1,Route from Instrument created to AE OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:14,urn:procedure-editor:Step:295
10828,NlXiheAE,1,Route from Instrument created under the urgent procedure set out in Paragraph 14(6) of Schedule 8 of the European Union (Withdrawal) Act 2018 to BJ OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:1282,urn:procedure-editor:Step:1284
10829,IaCVklc0,1,Route from BJ OR to CJ OR in the Made affirmative procedure,urn:procedure-editor:Step:1284,urn:procedure-editor:Step:3493
10832,Btg8nvX7,1,Route from CJ OR to AF AND in the Made affirmative procedure,urn:procedure-editor:Step:3493,urn:procedure-editor:Step:296
10833,ZdvHNmgz,1,Route from AE NOT to AF AND in the Made affirmative procedure,urn:procedure-editor:Step:289,urn:procedure-editor:Step:296
10834,5hWQYtqp,1,Route from AF AND to Instrument made (signed into law) in the Made affirmative procedure,urn:procedure-editor:Step:296,urn:procedure-editor:BusinessStep:15
10835,XSA8RuVG,1,Route from Instrument made (signed into law) to AE NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:289
10836,j1QRUNxF,1,Route from Instrument created under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-money Laundering Act 2018 to AC AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:236,urn:procedure-editor:Step:283
10837,VsdO073u,1,Route from FA NOT to AC AND in the Made affirmative procedure,urn:procedure-editor:Step:4207,urn:procedure-editor:Step:283
10838,Fd9zF0ZW,1,Route from Instrument under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-Money Laundering Act 2018 made (signed into law) to AD AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:4752,urn:procedure-editor:Step:287
10839,QuwfpkpG,1,Route from AD AND to AC Decision in the Made affirmative procedure,urn:procedure-editor:Step:287,urn:procedure-editor:Step:294
10840,W91Rc47Q,1,Route from AC Decision to Commencement Order made (signed into law) triggering approval period in the Made affirmative procedure,urn:procedure-editor:Step:294,urn:procedure-editor:BusinessStep:238
10841,BOlWubVs,1,Route from Commencement Order made (signed into law) triggering approval period to AN NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:238,urn:procedure-editor:Step:325
10842,SzvISMGI,1,Route from AN NOT to AD AND in the Made affirmative procedure,urn:procedure-editor:Step:325,urn:procedure-editor:Step:287
10843,PUpQAVxl,1,Route from Commencement Order made (signed into law) triggering approval period to AY OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:238,urn:procedure-editor:Step:428
10844,ox0ytqmb,1,Route from Instrument made (signed into law) to AY OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:428
10845,eNdJZ2an,1,Route from AY OR to EA AND in the Made affirmative procedure,urn:procedure-editor:Step:428,urn:procedure-editor:Step:582
10846,HNjmvl6b,1,Route from EA AND to Approval period ends in the Made affirmative procedure,urn:procedure-editor:Step:582,urn:procedure-editor:BusinessStep:53
10847,psYomxDH,1,Route from Approval period ends to DX NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:53,urn:procedure-editor:Step:564
10848,4vYC0cKH,1,Route from DX NOT to EA AND in the Made affirmative procedure,urn:procedure-editor:Step:564,urn:procedure-editor:Step:582
10849,U9W3ojVD,1,Route from Instrument approved (House of Lords) to EW AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:39,urn:procedure-editor:Step:3129
10850,1AipB3GR,1,Route from Instrument approved (House of Commons) to EW AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:40,urn:procedure-editor:Step:3129
10851,7pYk4CTs,1,Route from EW AND to MA AQ Summation in the Made affirmative procedure,urn:procedure-editor:Step:3129,urn:procedure-editor:Step:3130
10852,xOy7tAj5,1,Route from MA AQ Summation to EV AND in the Made affirmative procedure,urn:procedure-editor:Step:3130,urn:procedure-editor:Step:3128
10853,Wk1pWIGu,1,Route from Instrument created under section 25 of the Criminal Procedure and Investigations Act 1996 to EV AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:3131,urn:procedure-editor:Step:3128
10854,wHcZalOY,1,Route from EV AND to BP OR in the Made affirmative procedure,urn:procedure-editor:Step:3128,urn:procedure-editor:Step:3125
10855,QiBtK22p,1,Route from Instrument introducing one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 created to AE OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:233,urn:procedure-editor:Step:295
10856,Lz0x02XS,1,Route from AE OR to AJ AND in the Made affirmative procedure,urn:procedure-editor:Step:295,urn:procedure-editor:Step:310
10857,8CvTbGsP,1,Route from Instrument made (signed into law) to AJ AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:310
10858,QfNoHAie,1,Route from AJ AND to AF OR in the Made affirmative procedure,urn:procedure-editor:Step:310,urn:procedure-editor:Step:302
10859,IpVZl6gE,1,Route from AG AND to AF OR in the Made affirmative procedure,urn:procedure-editor:Step:300,urn:procedure-editor:Step:302
10860,6lFu5fXv,1,Route from AF OR to BP OR in the Made affirmative procedure,urn:procedure-editor:Step:302,urn:procedure-editor:Step:3125
10861,n5Toxg0A,1,Route from BP OR to AH AND in the Made affirmative procedure,urn:procedure-editor:Step:3125,urn:procedure-editor:Step:305
10862,xKJhaS5N,1,Route from AH AND to AD Decision in the Made affirmative procedure,urn:procedure-editor:Step:305,urn:procedure-editor:Step:298
10863,pbsJmCWx,1,Route from AD Decision to Instrument comes into force as law in the Made affirmative procedure,urn:procedure-editor:Step:298,urn:procedure-editor:BusinessStep:9
10864,N2zn02ZW,1,Route from Instrument comes into force as law to AF NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:9,urn:procedure-editor:Step:292
10865,k4ziJhL4,1,Route from AF NOT to AH AND in the Made affirmative procedure,urn:procedure-editor:Step:292,urn:procedure-editor:Step:305
10866,hObyefqW,1,Route from Instrument created under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 to AE AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:239,urn:procedure-editor:Step:288
10867,1g8v2qWj,1,Route from AE AND to Instrument under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 made (signed into law) in the Made affirmative procedure,urn:procedure-editor:Step:288,urn:procedure-editor:BusinessStep:240
10868,6bf2Z5BQ,1,Route from Instrument under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 made (signed into law) to AD NOT in the Made affirmative procedure,urn:procedure-editor:BusinessStep:240,urn:procedure-editor:Step:284
10869,uTaS0T9Q,1,Route from AD NOT to AE AND in the Made affirmative procedure,urn:procedure-editor:Step:284,urn:procedure-editor:Step:288
10870,q3PB42JC,1,Route from Instrument under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 made (signed into law) to AG AND in the Made affirmative procedure,urn:procedure-editor:BusinessStep:240,urn:procedure-editor:Step:300
10871,Xyes2MnR,1,Route from Instrument made (signed into law) to AD OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:291
10872,jj7uKusq,1,Route from Instrument under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 made (signed into law) to AD OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:240,urn:procedure-editor:Step:291
10873,CAM3voGF,1,Route from Instrument made (signed into law) to AA OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:15,urn:procedure-editor:Step:285
10874,45YSI5WK,1,Route from Instrument under paragraph 5(3) of Schedule 7 to the Local Government Finance Act 1988 made (signed into law) to AA OR in the Made affirmative procedure,urn:procedure-editor:BusinessStep:240,urn:procedure-editor:Step:285
