id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
778,Motion to disagree with the decision made by the Delegated Powers and Regulatory Reform Committee (DPRRC) not called has step depth 13.5 in the Legislative Reform Order procedure,1921,47,13.5,QnN4V4bu
779,Question put on motion to disagree with the decision made by the Delegated Powers and Regulatory Reform Committee (DPRRC) has step depth 13.5 in the Legislative Reform Order procedure,1923,47,13.5,ygkSOGeO
780,House resolved against committee decision has step depth 13.600000381469727 in the Legislative Reform Order procedure,1924,47,13.600000381469727,Xi9cjjTe
781,House resolved in favour of committee decision has step depth 13.600000381469727 in the Legislative Reform Order procedure,1925,47,13.600000381469727,zzayveQP
782,Government response to the procedure recommendation by the Regulatory Reform Committee (RRC) has step depth 7.199999809265137 in the Legislative Reform Order procedure,1696,47,7.199999809265137,EPIYa280
783,Regulatory Reform Committee (RRC) agreed the instrument should follow the negative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,1697,47,7.099999904632568,iXZoKQO9
784,Regulatory Reform Committee (RRC) agreed the instrument should follow the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,1698,47,7.099999904632568,uxr2uya2
785,Regulatory Reform Committee (RRC) agreed the instrument should follow the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,1699,47,7.099999904632568,hwYhSdRk
786,Regulatory Reform Committee (RRC) recommended the instrument should be upgraded to the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,1700,47,7.099999904632568,J1gRdFqm
787,Regulatory Reform Committee (RRC) recommended the instrument should be upgraded to the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure,1701,47,7.099999904632568,kq9am5KP
788,"Government response to the procedure recommendation by the Business, Energy and Industrial Strategy Committee has step depth 7.199999809265137 in the Legislative Reform Order procedure",1703,47,7.199999809265137,CiW9QQAk
789,"Business, Energy and Industrial Strategy Committee agreed the instrument should follow the negative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure",1704,47,7.099999904632568,31sqZTuP
790,"Business, Energy and Industrial Strategy Committee agreed the instrument should follow the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure",1705,47,7.099999904632568,3Qf2l1My
791,"Business, Energy and Industrial Strategy Committee agreed the instrument should follow the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure",1706,47,7.099999904632568,IlumUNTr
792,"Business, Energy and Industrial Strategy Committee recommended the instrument should be upgraded to the affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure",1707,47,7.099999904632568,lX0B3s9b
793,"Business, Energy and Industrial Strategy Committee recommended the instrument should be upgraded to the super-affirmative procedure has step depth 7.099999904632568 in the Legislative Reform Order procedure",1708,47,7.099999904632568,KNxceZCB
794,Motion to disagree with the procedure recommendation made by the Commons committee tabled has step depth 7.300000190734863 in the Legislative Reform Order procedure,1709,47,7.300000190734863,m413UoXT
795,Motion to disagree with the procedure recommendation made by the Commons committee withdrawn has step depth 7.5 in the Legislative Reform Order procedure,1710,47,7.5,hTNi8aS0
796,Motion to disagree with the procedure recommendation made by the Commons committee lapsed at the end of the session has step depth 7.5 in the Legislative Reform Order procedure,1711,47,7.5,SsRSNpEj
797,Debate on motion to disagree with the procedure recommendation made by the Commons committee has step depth 7.400000095367432 in the Legislative Reform Order procedure,1712,47,7.400000095367432,mHBjlyou
798,Motion to disagree with the procedure recommendation made by the Commons committee not moved has step depth 7.5 in the Legislative Reform Order procedure,1713,47,7.5,1V5tPkPJ
799,Motion to disagree with the procedure recommendation made by the Commons committee not called has step depth 7.5 in the Legislative Reform Order procedure,1714,47,7.5,rqqm2qRV
800,Question put on motion to disagree with the procedure recommendation made by the Commons committee has step depth 7.5 in the Legislative Reform Order procedure,1715,47,7.5,EK3zTqu0
801,House resolved against committee procedure recommendation has step depth 7.599999904632568 in the Legislative Reform Order procedure,1716,47,7.599999904632568,yPBHLcj0
802,House resolved in favour of committee procedure recommendation has step depth 7.599999904632568 in the Legislative Reform Order procedure,1717,47,7.599999904632568,YiWd2xVP
803,House of Commons agreed to the negative procedure has step depth 7.699999809265137 in the Legislative Reform Order procedure,1847,47,7.699999809265137,hyeinN4U
804,House of Commons agreed to the affirmative procedure has step depth 7.699999809265137 in the Legislative Reform Order procedure,1848,47,7.699999809265137,HOEi3AWY
805,House of Commons agreed to the super-affirmative procedure has step depth 7.699999809265137 in the Legislative Reform Order procedure,1849,47,7.699999809265137,yVEevbH1
806,Certified as England only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Legislative Reform Order procedure,68,47,10.100000381469727,O7zYFDV0
807,Certified as England and Wales only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Legislative Reform Order procedure,74,47,10.100000381469727,J7ByXeVR
808,"Certified as England, Wales and Northern Ireland only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Legislative Reform Order procedure",75,47,10.100000381469727,4LdmIV1N
809,Not certified under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Legislative Reform Order procedure,94,47,10.100000381469727,Sf8svJua
810,Considered by the Regulatory Reform Committee (RRC) has step depth 14 in the Legislative Reform Order procedure,2018,47,14,hoB3gLmL
811,Government response to the decision by the Regulatory Reform Committee (RRC) has step depth 14.199999809265137 in the Legislative Reform Order procedure,2019,47,14.199999809265137,jQkL87mt
812,No concerns raised by the Regulatory Reform Committee (RRC) has step depth 14.100000381469727 in the Legislative Reform Order procedure,2020,47,14.100000381469727,zEbHeeCn
813,Concerns raised by the Regulatory Reform Committee (RRC) has step depth 14.100000381469727 in the Legislative Reform Order procedure,2021,47,14.100000381469727,iiWsF9GW
814,Regulatory Reform Committee (RRC) reported the instrument is not appropriate to be made has step depth 14.100000381469727 in the Legislative Reform Order procedure,2022,47,14.100000381469727,MtWOLnex
815,"Considered by the Business, Energy and Industrial Strategy Committee has step depth 14 in the Legislative Reform Order procedure",2023,47,14,oTG88ber
816,"Government response to the decision by the Business, Energy and Industrial Strategy Committee has step depth 14.199999809265137 in the Legislative Reform Order procedure",2024,47,14.199999809265137,Ue6JuZkw
817,"No concerns raised by the Business, Energy and Industrial Strategy Committee has step depth 14.100000381469727 in the Legislative Reform Order procedure",2025,47,14.100000381469727,S66TrYsc
818,"Concerns raised by the Business, Energy and Industrial Strategy Committee has step depth 14.100000381469727 in the Legislative Reform Order procedure",2026,47,14.100000381469727,5amuixlF
819,"Business, Energy and Industrial Strategy Committee reported the instrument is not appropriate to be made has step depth 14.100000381469727 in the Legislative Reform Order procedure",2027,47,14.100000381469727,JNTu4eoc
820,Motion to disagree with the decision made by the Commons committee tabled has step depth 14.300000190734863 in the Legislative Reform Order procedure,2028,47,14.300000190734863,XVFn7wjC
821,Debate on motion to disagree with the decision made by the Commons committee has step depth 14.399999618530273 in the Legislative Reform Order procedure,2029,47,14.399999618530273,EMHGBCxp
822,Motion to disagree with the decision made by the Commons committee withdrawn has step depth 14.5 in the Legislative Reform Order procedure,2030,47,14.5,JqktP3kS
823,Motion to disagree with the decision made by the Commons committee lapsed at end of session has step depth 14.5 in the Legislative Reform Order procedure,2031,47,14.5,QT9F1ZnA
824,Motion to disagree with the decision made by the Commons committee not moved has step depth 14.5 in the Legislative Reform Order procedure,2032,47,14.5,ijNGszpH
825,Motion to disagree with the decision made by the Commons committee not called has step depth 14.5 in the Legislative Reform Order procedure,2033,47,14.5,LWx034oi
826,Question put on motion to disagree with the decision made by the Commons committee has step depth 14.5 in the Legislative Reform Order procedure,2034,47,14.5,gyF7S4qz
827,House resolved against committee decision has step depth 14.600000381469727 in the Legislative Reform Order procedure,2035,47,14.600000381469727,xtUJEuXE
828,House resolved in favour of committee decision has step depth 14.600000381469727 in the Legislative Reform Order procedure,2036,47,14.600000381469727,sbFOGJgn
829,"Oral evidence session by the Business, Energy and Industrial Strategy Committee has step depth 3.0999999046325684 in the Legislative Reform Order procedure",2289,47,3.0999999046325684,NCptkvSD
830,Oral evidence session by the Regulatory Reform Committee (RRC) has step depth 3.0999999046325684 in the Legislative Reform Order procedure,2291,47,3.0999999046325684,K4mR8xa0
831,Decision on motion to disagree with the procedure recommendation made by the Commons committee deferred has step depth 7.510000228881836 in the Legislative Reform Order procedure,2294,47,7.510000228881836,WTyhJMMN
832,Decision on motion to disagree with the decision made by the Commons committee deferred has step depth 14.510000228881836 in the Legislative Reform Order procedure,2292,47,14.510000228881836,PpEuoVY6
833,"Oral evidence session by the Environment, Food and Rural Affairs Committee has step depth 9.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",2313,6,9.100000381469727,fHC58JpI
834,Ministerial statement summarising representations on the draft order has step depth 24.100000381469727 in the Legislative Reform Order procedure,2327,47,24.100000381469727,2wC24Sf7
835,Ministerial statement summarising representations on the draft order has step depth 24.100000381469727 in the Legislative Reform Order procedure,2328,47,24.100000381469727,3ErUpbGk
836,"Environment, Food and Rural Affairs Committee made recommendations about how the treaty should be implemented has step depth 9.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",2350,6,9.199999809265137,eksRgX82
837,Brought to the attention of Parliament has step depth 1 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2351,6,1,qp5tRyyW
838,Oral evidence session by the International Agreements Committee (IAC) has step depth 13.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2326,6,13.100000381469727,aVazzJ3F
839,Northern Ireland Affairs Committee inquiry opened has step depth 6 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2364,6,6,g9MYxmMf
840,Oral evidence session by the Northern Ireland Affairs Committee has step depth 6 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2365,6,6,9lESPtAc
842,Ministerial statement announcing an agreement in principle for a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2370,6,1.100000023841858,hRLso9Is
843,Ministerial statement on the progress of negotiations for a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2371,6,1.100000023841858,s1D6XRKP
844,Ministerial statement announcing a treaty has been signed has step depth 1.2000000476837158 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2372,6,1.2000000476837158,GeyYQcy7
845,Informational copy of a free trade agreement laid before the House of Commons has step depth 1.2999999523162842 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2376,6,1.2999999523162842,Y2urGqZY
846,Informational copy of a free trade agreement withdrawn from the House of Commons has step depth 1.399999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2377,6,1.399999976158142,hyfMruWS
847,Publication of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement laid before the House of Commons has step depth 1.5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2381,6,1.5,owlUWFrx
848,Ministerial statement announcing a treaty has been signed has step depth 1.2000000476837158 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2385,6,1.2000000476837158,h3FstGmX
849,Publication of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement laid before the House of Lords has step depth 1.5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2388,6,1.5,fP01AG55
850,Ministerial statement on the progress of negotiations for a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2384,6,1.100000023841858,B4yLiS5j
851,Ministerial statement announcing an agreement in principle for a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2383,6,1.100000023841858,aCKcbLFx
852,Informational copy of a free trade agreement laid before the House of Lords has step depth 1.2999999523162842 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2386,6,1.2999999523162842,f4RxdQKb
853,Informational copy of a free trade agreement withdrawn from the House of Lords has step depth 1.399999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2387,6,1.399999976158142,J4vatbfP
854,International Trade Committee (ITC) recommended a debate on a substantive motion take place during period A has step depth 8.5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2325,6,8.5,XV8fCpbO
855,Revised draft instrument created has step depth 1 in the Legislative Reform Order procedure,2399,47,1,TS97JWzt
856,Ministerial statement summarising representations on the revised draft order has step depth 2.0999999046325684 in the Legislative Reform Order procedure,2400,47,2.0999999046325684,l9MQlJA6
857,Ministerial statement summarising representations on the revised draft order has step depth 2.0999999046325684 in the Legislative Reform Order procedure,2401,47,2.0999999046325684,qp1Qw34L
858,Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved has step depth 5.099999904632568 in the Legislative Reform Order procedure,2808,47,5.099999904632568,9qeG7Z5s
859,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn has step depth 5.199999809265137 in the Legislative Reform Order procedure,2809,47,5.199999809265137,0ouKUg5M
860,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session has step depth 5.199999809265137 in the Legislative Reform Order procedure,2810,47,5.199999809265137,XZVvZuEQ
861,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved has step depth 5.199999809265137 in the Legislative Reform Order procedure,2811,47,5.199999809265137,YfTDTfYM
862,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called has step depth 5.199999809265137 in the Legislative Reform Order procedure,2812,47,5.199999809265137,30vGZB5S
863,Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put has step depth 5.199999809265137 in the Legislative Reform Order procedure,2813,47,5.199999809265137,hQJMtAVF
864,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to has step depth 5.300000190734863 in the Legislative Reform Order procedure,2814,47,5.300000190734863,W9XL6VMH
865,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to has step depth 5.300000190734863 in the Legislative Reform Order procedure,2815,47,5.300000190734863,Uh0hxTjQ
866,Decision on motion to approve the Local Government Finance Report (England) deferred has step depth 17.100000381469727 in the Made affirmative procedure,2830,1,17.100000381469727,X6ICjS3j
867,Trade and Agriculture Commission advice to the Secretary of State for International Trade laid before the House of Lords has step depth 1.399999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2835,6,1.399999976158142,wcm1NTPu
868,Trade and Agriculture Commission advice to the Secretary of State for International Trade withdrawn from the House of Lords has step depth 1.409999966621399 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2836,6,1.409999966621399,Rv7wwTNk
869,Publication of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement withdrawn from the House of Lords has step depth 1.5099999904632568 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2837,6,1.5099999904632568,ldV5nvFX
870,Publication of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement withdrawn from the House of Commons has step depth 1.5099999904632568 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2849,6,1.5099999904632568,qikXHxYH
871,Trade and Agriculture Commission advice to the Secretary of State for International Trade withdrawn from the House of Commons has step depth 1.409999966621399 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2848,6,1.409999966621399,M1VOM8m2
872,Trade and Agriculture Commission advice to the Secretary of State for International Trade laid before the House of Commons has step depth 1.399999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2847,6,1.399999976158142,VvFUAiuB
873,Statutory instrument should be laid under the affirmative procedure has step depth 6.099999904632568 in the Proposed negative statutory instrument procedure,2832,2,6.099999904632568,2vxolZPS
874,Statutory instrument can be laid under the negative procedure has step depth 6.099999904632568 in the Proposed negative statutory instrument procedure,2833,2,6.099999904632568,ktipI3vu
875,Statement by the Chair that there can be no further debate on the instrument has step depth 11.100000381469727 in the Made affirmative procedure,2859,1,11.100000381469727,4tlrztUg
876,Question put on motion to consider the instrument has step depth 11.199999809265137 in the Made affirmative procedure,2856,1,11.199999809265137,MFXgh0OC
877,Motion to consider the instrument approved has step depth 11.300000190734863 in the Made affirmative procedure,2857,1,11.300000190734863,lSgtTgzt
878,Motion to consider the instrument rejected has step depth 11.300000190734863 in the Made affirmative procedure,2858,1,11.300000190734863,O2ap3WCK
879,Joint Committee on Human Rights (JCHR) inquiry opened has step depth 4.099999904632568 in the Proposed draft remedial order procedure,279,42,4.099999904632568,8uoMVQVf
880,Call for evidence opened by the Joint Committee on Human Rights (JCHR) has step depth 4.199999809265137 in the Proposed draft remedial order procedure,280,42,4.199999809265137,KwSKHMDM
881,Joint Committee on Human Rights (JCHR) inquiry opened has step depth 4.099999904632568 in the Draft affirmative remedial order procedure,279,43,4.099999904632568,jlE64Q4A
882,Call for evidence opened by the Joint Committee on Human Rights (JCHR) has step depth 4.199999809265137 in the Draft affirmative remedial order procedure,280,43,4.199999809265137,mVpUDGDj
883,"Environment, Food and Rural Affairs Committee made recommendations about what lessons could be learnt for future treaties has step depth 9.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",2358,6,9.199999809265137,qdfmE5df
884,"Environment, Food and Rural Affairs Committee's reply to the government response to their report has step depth 9.399999618530273 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",2816,6,9.399999618530273,ZQ2GpF0f
885,Government objectives in trade negotiations deposited in the House of Commons library has step depth 1.1200000047683716 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2867,6,1.1200000047683716,kX0aB6uL
886,Government objectives in trade negotiations deposited in the House of Lords library has step depth 1.1200000047683716 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2868,6,1.1200000047683716,tujopfa2
887,Ministerial statement repeating the answer to an urgent question in the House of Commons has step depth 5.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2864,6,5.199999809265137,EUCYDQGI
888,Ministerial statement announcing the treaty will enter into force has step depth 43.099998474121094 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2854,6,43.099998474121094,aZLmzKFM
889,Ministerial statement announcing the treaty will enter into force has step depth 43.099998474121094 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2855,6,43.099998474121094,QhM2mx7x
890,International Agreements Committee (IAC) scrutiny report of government negotiation objectives has step depth 1.1299999952316284 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2869,6,1.1299999952316284,ZuCjFQlU
891,Government response to the International Agreements Committee (IAC) scrutiny report of government negotiation objectives has step depth 1.1399999856948853 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2870,6,1.1399999856948853,y7NlkcBp
892,Oral evidence session by the Business and Trade Committee (BTC) has step depth 5.099999904632568 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2898,6,5.099999904632568,H09zQswy
893,Call for evidence opened by the Business and Trade Committee (BTC) has step depth 5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2899,6,5,3aXmnZhy
894,Business and Trade Committee (BTC) inquiry opened has step depth 8 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2900,6,8,IUlaOSDc
895,Considered by the Business and Trade Committee (BTC) has step depth 8.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2901,6,8.100000381469727,qPBOsXYh
896,Business and Trade Committee (BTC) recommended a general debate has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2902,6,8.199999809265137,SnVyHyqf
897,Business and Trade Committee (BTC) recommended that objection period A be extended has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2903,6,8.199999809265137,g2e5tuwi
898,Government response to the decision made by the Business and Trade Committee (BTC) has step depth 8.300000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2904,6,8.300000190734863,YcsQfR6k
899,Business and Trade Committee (BTC) recommended the treaty should be ratified has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2905,6,8.199999809265137,2fKcMNxx
900,Business and Trade Committee (BTC) recommended the treaty should not be ratified has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2906,6,8.199999809265137,5JtYKW9G
901,Consultation on future free trade agreement opened has step depth 1.1100000143051147 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,2952,6,1.1100000143051147,BRkBEqIC
902,International Trade Committee (ITC) scrutiny report of government negotiation objectives has step depth 1.1299999952316284 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3028,6,1.1299999952316284,HW1gfC94
903,Government response to the International Trade Committee (ITC) scrutiny report of government objectives has step depth 1.1399999856948853 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3029,6,1.1399999856948853,FEeuc5S5
904,Ministerial statement calling for input on a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3030,6,1.100000023841858,KV1mcIBe
905,Ministerial statement announcing the government's intention to accede to a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3032,6,1.100000023841858,waMbOD7O
906,Ministerial statement calling for input on a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3031,6,1.100000023841858,6foIo8uX
907,Ministerial statement announcing the government's intention to accede to a treaty has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3033,6,1.100000023841858,Bh6pKPZV
908,Oral question about the negotiation progress of a treaty has step depth 1.149999976158142 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3050,6,1.149999976158142,xuESHwj0
909,Correspondence published by the International Trade Committee (ITC) has step depth 5.099999904632568 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3061,6,5.099999904632568,HufeLGSJ
911,Correspondence published by the Business and Trade Committee (BTC) has step depth 5.110000133514404 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3087,6,5.110000133514404,gKPiEQwJ
912,"Correspondence published by the Environment, Food and Rural Affairs Committee has step depth 1.100000023841858 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",3123,6,1.100000023841858,9de6W5kB
913,Instrument created under section 25 of the Criminal Procedure and Investigations Act 1996 has step depth 1 in the Made affirmative procedure,3131,1,1,DIb403n8
914,Instrument under section 25 of the Criminal Procedure and Investigations Act 1996 made (signed into law) has step depth 2 in the Made affirmative procedure,3132,1,2,f30dOxwX
915,Correspondence published by the International Agreements Committee (IAC) has step depth 13 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3137,6,13,179N8xwb
916,Correspondence published by the European Affairs Committee (EAC) has step depth 13.5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3139,6,13.5,4xcZgMgQ
917,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Draft affirmative procedure,3161,3,4.199999809265137,3J1dz6k2
918,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it requires elucidation has step depth 4.300000190734863 in the Draft affirmative procedure,3162,3,4.300000190734863,6uBQMtu1
919,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.400000095367432 in the Draft affirmative procedure,3163,3,4.400000095367432,KdoZXhYH
920,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.5 in the Draft affirmative procedure,3164,3,4.5,Pa4epq51
921,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.599999904632568 in the Draft affirmative procedure,3165,3,4.599999904632568,TrpIt8eD
922,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on other grounds has step depth 4.699999809265137 in the Draft affirmative procedure,3166,3,4.699999809265137,aUOtaKsP
923,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Made affirmative procedure,3161,1,4.199999809265137,MTEQXBeH
924,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it requires elucidation has step depth 4.300000190734863 in the Made affirmative procedure,3162,1,4.300000190734863,XWYRsMPy
925,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.400000095367432 in the Made affirmative procedure,3163,1,4.400000095367432,rtWkgRBx
926,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.5 in the Made affirmative procedure,3164,1,4.5,sHF74Fd7
927,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.599999904632568 in the Made affirmative procedure,3165,1,4.599999904632568,xBZnLAQD
928,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on other grounds has step depth 4.699999809265137 in the Made affirmative procedure,3166,1,4.699999809265137,07vG4m6J
929,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Draft negative procedure,3161,5,4.199999809265137,wEufOZAO
930,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it requires elucidation has step depth 4.300000190734863 in the Draft negative procedure,3162,5,4.300000190734863,8FzWmp95
931,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.400000095367432 in the Draft negative procedure,3163,5,4.400000095367432,ZmYBe588
932,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.5 in the Draft negative procedure,3164,5,4.5,gnD319JV
933,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.599999904632568 in the Draft negative procedure,3165,5,4.599999904632568,tcET2Inh
934,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on other grounds has step depth 4.699999809265137 in the Draft negative procedure,3166,5,4.699999809265137,anqoJCxW
935,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Made negative procedure,3161,4,4.199999809265137,tTF2vf2k
936,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it requires elucidation has step depth 4.300000190734863 in the Made negative procedure,3162,4,4.300000190734863,tIHzNEof
937,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.400000095367432 in the Made negative procedure,3163,4,4.400000095367432,5z4z9IJQ
938,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.5 in the Made negative procedure,3164,4,4.5,vKRcWOD3
939,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.599999904632568 in the Made negative procedure,3165,4,4.599999904632568,fK43cK1w
940,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on other grounds has step depth 4.699999809265137 in the Made negative procedure,3166,4,4.699999809265137,ctA8IpRT
941,Select Committee on Statutory Instruments (SCSI) draws the special attention of the House to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Select Committee on Statutory Instruments (SCSI) procedure,3155,9,4.199999809265137,g01B4yay
